tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners,Type 
Copa do Brasil,Gremio,0,0,ABC,0,0,,,,,1:30:00,4/28/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,CSA,0,0,Internacional,0,0,,,,,0:00:00,4/28/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Botafogo RJ,0,0,Ypiranga RS,0,0,,,,,23:30:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,EC Bahia,0,0,Volta Redonda,0,0,,,,,23:00:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,America MG,0,0,Nova Iguacu,0,0,,,,,1:30:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Flamengo,0,0,Maringa,0,0,,,,,1:30:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Corinthians,0,0,Clube Do Remo,0,0,,,,,1:30:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Tombense,0,0,Palmeiras,0,0,,,,,0:00:00,4/27/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Brasil de Pelotas,0,0,Atletico Mineiro,0,0,,,,,23:30:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Aguia de Maraba,0,0,Fortaleza FC,0,0,,,,,23:30:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Santos,0,0,Botafogo SP,0,0,,,,,23:00:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Sport Recife,0,0,Coritiba,0,0,,,,,23:00:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Athletico Paranaense,0,0,CRB,0,0,,,,,1:30:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Ituano,0,0,Sao Paulo,0,0,,,,,1:30:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Paysandu,0,0,Fluminense,0,0,,,,,0:00:00,4/26/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,Cruzeiro,0,0,Nautico Capibaribe,0,0,,,,,23:00:00,4/25/2023,0,0,DRAW,DRAW,0,National 
Copa do Brasil,ABC,0,2,Gremio,5,6,90,80,5,10,1:30:00,4/14/2023,-2,2,LOST,WON,11,National 
Copa do Brasil,Maringa,2,0,Flamengo,2,7,121,126,14,17,0:00:00,4/14/2023,2,-2,WON,LOST,9,National 
Copa do Brasil,Nautico Capibaribe,1,0,Cruzeiro,3,7,92,139,11,13,23:00:00,4/13/2023,1,-1,WON,LOST,10,National 
Copa do Brasil,Atletico Mineiro,2,1,Brasil de Pelotas,12,1,137,87,24,8,1:30:00,4/13/2023,1,-1,WON,LOST,13,National 
Copa do Brasil,Clube Do Remo,2,0,Corinthians,7,5,83,144,11,12,1:30:00,4/13/2023,2,-2,WON,LOST,12,National 
Copa do Brasil,Ypiranga RS,0,2,Botafogo RJ,5,7,128,104,10,12,1:30:00,4/13/2023,-2,2,LOST,WON,12,National 
Copa do Brasil,Palmeiras,4,2,Tombense,8,1,154,88,28,11,0:00:00,4/13/2023,2,-2,WON,LOST,9,National 
Copa do Brasil,Fluminense,3,0,Paysandu,13,0,118,53,23,4,23:30:00,4/12/2023,3,-3,WON,LOST,13,National 
Copa do Brasil,CRB,1,0,Athletico Paranaense,5,0,74,74,15,19,23:30:00,4/12/2023,1,-1,WON,LOST,5,National 
Copa do Brasil,Coritiba,3,3,Sport Recife,8,6,112,91,16,12,23:00:00,4/12/2023,0,0,DRAW,DRAW,14,National 
Copa do Brasil,Nova Iguacu,1,2,America MG,0,10,90,103,7,27,20:30:00,4/12/2023,-1,1,LOST,WON,10,National 
Copa do Brasil,Sao Paulo,0,0,Ituano,11,7,136,85,20,11,1:30:00,4/12/2023,0,0,DRAW,DRAW,18,National 
Copa do Brasil,Fortaleza FC,6,1,Aguia de Maraba,4,3,75,94,26,6,1:30:00,4/12/2023,5,-5,WON,LOST,7,National 
Copa do Brasil,Internacional,2,1,CSA,3,7,123,92,22,10,0:00:00,4/12/2023,1,-1,WON,LOST,10,National 
Copa do Brasil,Botafogo SP,0,2,Santos,6,2,151,94,15,5,23:00:00,4/11/2023,-2,2,LOST,WON,8,National 
Copa do Brasil,Volta Redonda,1,2,EC Bahia,3,6,94,76,18,12,20:30:00,4/11/2023,-1,1,LOST,WON,9,National 
Copa do Brasil,Vasco Da Gama RJ,0,0,ABC,6,2,133,82,9,6,0:30:00,3/17/2023,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Gremio,3,0,Ferroviario,10,3,98,81,30,11,23:00:00,3/16/2023,3,-3,WON,LOST,13,National 
Copa do Brasil,CSA,1,0,Brusque,4,4,105,136,10,13,22:00:00,3/16/2023,1,-1,WON,LOST,8,National 
Copa do Brasil,Ypiranga RS,3,1,Bragantino,7,11,103,119,7,18,0:30:00,3/16/2023,2,-2,WON,LOST,18,National 
Copa do Brasil,Botafogo RJ,7,1,Brasiliense,8,5,107,121,14,15,23:00:00,3/15/2023,6,-6,WON,LOST,13,National 
Copa do Brasil,CRB,5,0,Operario MS,6,4,130,94,18,5,22:30:00,3/15/2023,5,-5,WON,LOST,10,National 
Copa do Brasil,Ituano,1,1,Ceara,6,4,103,99,14,10,22:00:00,3/15/2023,0,0,DRAW,DRAW,10,National 
Copa do Brasil,Aguia de Maraba,0,0,Goias,1,11,69,95,9,23,22:00:00,3/15/2023,0,0,DRAW,DRAW,12,National 
Copa do Brasil,Atletico Goianiense,1,1,Volta Redonda,7,4,128,88,14,7,22:00:00,3/15/2023,0,0,DRAW,DRAW,11,National 
Copa do Brasil,Nova Iguacu,5,2,Nova Mutum,6,3,113,77,15,7,18:30:25,3/15/2023,3,-3,WON,LOST,9,National 
Copa do Brasil,Tombense,1,0,Retro,6,6,110,111,14,11,0:30:00,3/9/2023,1,-1,WON,LOST,12,National 
Copa do Brasil,Remo,2,1,Sao Luiz,10,3,122,99,16,7,23:00:00,3/8/2023,1,-1,WON,LOST,13,National 
Copa do Brasil,Camboriu,0,1,EC Bahia,2,6,91,120,11,8,22:00:00,3/8/2023,-1,1,LOST,WON,8,National 
Copa do Brasil,Brasil de Pelotas,2,0,Ponte Preta,4,7,83,94,5,24,23:00:00,3/7/2023,2,-2,WON,LOST,11,National 
Copa do Brasil,Sergipe,1,1,Botafogo RJ,4,10,96,130,10,11,23:00:00,3/2/2023,0,0,DRAW,DRAW,14,National 
Copa do Brasil,Maringa,2,1,Sampaio Correa,8,3,169,112,21,6,23:00:00,3/2/2023,1,-1,WON,LOST,11,National 
Copa do Brasil,Iguatu,1,0,America RN,5,0,16,17,2,4,22:15:00,3/2/2023,1,-1,WON,LOST,5,National 
Copa do Brasil,Real Ariquemes,0,3,Criciuma,5,7,99,115,6,12,19:30:00,3/2/2023,-3,3,LOST,WON,12,National 
Copa do Brasil,Aguia de Maraba,2,1,Botafogo PB,5,4,59,44,12,6,19:00:00,3/2/2023,1,-1,WON,LOST,9,National 
Copa do Brasil,Caldense,0,3,Ceara,10,2,106,82,16,13,0:30:00,3/2/2023,-3,3,LOST,WON,12,National 
Copa do Brasil,Jacuipense,1,4,EC Bahia,4,6,135,117,10,17,0:30:00,3/2/2023,-3,3,LOST,WON,10,National 
Copa do Brasil,Retro,3,2,Avai,10,5,106,97,14,8,0:30:00,3/2/2023,1,-1,WON,LOST,15,National 
Copa do Brasil,Princesa do Solimoes,1,1,Ituano,4,0,167,105,15,6,0:00:00,3/2/2023,0,0,DRAW,DRAW,4,National 
Copa do Brasil,Operario MS,1,0,Operario PR,2,9,90,132,6,11,0:00:00,3/2/2023,1,-1,WON,LOST,11,National 
Copa do Brasil,Athletic Club MG,1,1,Brasiliense,3,1,173,77,13,5,23:56:22,3/1/2023,0,0,DRAW,DRAW,4,National 
Copa do Brasil,Campinense Clube,0,2,Gremio,3,11,78,121,4,20,23:00:00,3/1/2023,-2,2,LOST,WON,14,National 
Copa do Brasil,Uniao Rondonopolis,0,1,CRB,3,5,119,113,9,15,23:00:00,3/1/2023,-1,1,LOST,WON,8,National 
Copa do Brasil,Camboriu,1,0,Manaus,3,7,97,101,14,8,23:00:00,3/1/2023,1,-1,WON,LOST,10,National 
Copa do Brasil,Sao Bernardo,0,1,Nautico Capibaribe,5,0,176,108,25,5,23:00:00,3/1/2023,-1,1,LOST,WON,5,National 
Copa do Brasil,Parnahyba,0,0,Botafogo SP,5,4,67,74,7,8,23:00:00,3/1/2023,0,0,DRAW,DRAW,9,National 
Copa do Brasil,Cordino,0,2,Brasil de Pelotas,5,11,90,68,15,13,22:00:00,3/1/2023,-2,2,LOST,WON,16,National 
Copa do Brasil,ASA,1,1,Goias,10,3,103,104,9,5,22:00:00,3/1/2023,0,0,DRAW,DRAW,13,National 
Copa do Brasil,Atletico Alagoinhas,0,0,Atletico Goianiense,9,3,68,61,14,7,22:00:00,3/1/2023,0,0,DRAW,DRAW,12,National 
Copa do Brasil,Bahia de Feira,1,1,Bragantino,1,8,97,151,5,27,22:00:00,3/1/2023,0,0,DRAW,DRAW,9,National 
Copa do Brasil,tuntum EC,0,5,ABC,1,6,81,110,3,22,22:00:00,3/1/2023,-5,5,LOST,WON,7,National 
Copa do Brasil,Nova Iguacu,2,0,Vitoria,3,2,139,96,24,6,18:30:00,3/1/2023,2,-2,WON,LOST,5,National 
Copa do Brasil,Tuna Luso,0,1,CSA,3,5,79,67,22,5,18:30:00,3/1/2023,-1,1,LOST,WON,8,National 
Copa do Brasil,Fluminense PI,0,4,Ponte Preta,2,9,152,139,4,16,0:30:00,3/1/2023,-4,4,LOST,WON,11,National 
Copa do Brasil,Real Noroeste,1,1,Vila Nova,3,9,86,72,8,19,23:00:00,2/28/2023,0,0,DRAW,DRAW,12,National 
Copa do Brasil,Democrata GV,1,1,Santa Cruz FC,3,3,78,87,11,9,22:30:00,2/28/2023,0,0,DRAW,DRAW,6,National 
Copa do Brasil,Tocantinopolis,1,1,America MG,5,10,113,115,16,22,22:30:00,2/28/2023,0,0,DRAW,DRAW,15,National 
Copa do Brasil,Resende,1,2,Ferroviario,9,6,105,79,11,9,18:30:00,2/28/2023,-1,1,LOST,WON,15,National 
Copa do Brasil,Vitoria ES,0,1,Remo,6,4,132,96,5,6,0:30:00,2/24/2023,-1,1,LOST,WON,10,National 
Copa do Brasil,Trem AP,0,4,Vasco Da Gama RJ,0,12,76,122,2,31,0:30:00,2/24/2023,-4,4,LOST,WON,12,National 
Copa do Brasil,Ceilandia,0,1,Santos,6,2,93,128,2,11,23:00:00,2/23/2023,-1,1,LOST,WON,8,National 
Copa do Brasil,Sao Luiz,1,0,Juventude,5,7,65,80,8,12,22:00:00,2/23/2023,1,-1,WON,LOST,12,National 
Copa do Brasil,Humaita,0,3,Coritiba,5,4,115,110,5,16,22:00:00,2/23/2023,-3,3,LOST,WON,9,National 
Copa do Brasil,Sao Francisco AC,1,1,Ypiranga RS,5,4,87,105,10,9,0:00:00,2/23/2023,0,0,DRAW,DRAW,9,National 
Copa do Brasil,Marilia,0,3,Brusque,3,3,120,132,17,14,23:00:00,2/22/2023,-3,3,LOST,WON,6,National 
Copa do Brasil,Caucaia,0,0,Tombense,7,4,146,103,11,7,22:00:00,2/22/2023,0,0,DRAW,DRAW,11,National 
Copa do Brasil,Sao Raimundo RR,4,3,Cuiaba,4,6,93,138,9,29,22:00:00,2/22/2023,1,-1,WON,LOST,10,National 
Copa do Brasil,Nova Mutum,4,2,Londrina,4,5,,,4,2,20:00:00,2/22/2023,2,-2,WON,LOST,9,National 
Copa do Brasil,Falcon,1,3,Volta Redonda,9,3,100,126,14,9,19:00:00,2/22/2023,-2,2,LOST,WON,12,National 
Copa do Brasil,Marcilio Dias,1,0,Chapecoense,6,2,174,110,18,13,22:00:00,2/21/2023,1,-1,WON,LOST,8,National 
Copa do Brasil,Flamengo,1,1,Corinthians,2,9,94,114,13,16,1:45:00,10/20/2022,0,0,DRAW,DRAW,11,National 
Copa do Brasil,Corinthians,0,0,Flamengo,3,5,72,91,13,17,1:45:00,10/13/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Corinthians,3,0,Fluminense,5,10,91,86,17,10,0:00:00,9/16/2022,3,-3,WON,LOST,15,National 
Copa do Brasil,Flamengo,1,0,Sao Paulo,7,6,100,109,10,15,1:45:00,9/15/2022,1,-1,WON,LOST,13,National 
Copa do Brasil,Sao Paulo,1,3,Flamengo,17,2,90,80,21,6,1:24:28,8/25/2022,-2,2,LOST,WON,19,National 
Copa do Brasil,Fluminense,2,2,Corinthians,6,5,93,86,15,10,23:15:44,8/24/2022,0,0,DRAW,DRAW,11,National 
Copa do Brasil,America MG,2,2,Sao Paulo,4,1,108,78,12,8,1:00:00,8/19/2022,0,0,DRAW,DRAW,5,National 
Copa do Brasil,Corinthians,4,1,Atletico Goianiense,7,2,126,90,15,9,1:30:00,8/18/2022,3,-3,WON,LOST,9,National 
Copa do Brasil,Athletico Paranaense,0,1,Flamengo,7,4,101,101,9,13,1:30:00,8/18/2022,-1,1,LOST,WON,11,National 
Copa do Brasil,Fluminense,2,2,Fortaleza FC,9,3,126,69,14,13,0:00:00,8/18/2022,0,0,DRAW,DRAW,12,National 
Copa do Brasil,Fortaleza FC,0,1,Fluminense,7,3,69,68,11,11,0:30:00,7/29/2022,-1,1,LOST,WON,10,National 
Copa do Brasil,Sao Paulo,1,0,America MG,5,4,98,76,10,3,0:00:00,7/29/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Atletico Goianiense,2,0,Corinthians,4,7,81,90,7,8,1:30:00,7/28/2022,2,-2,WON,LOST,11,National 
Copa do Brasil,Flamengo,0,0,Athletico Paranaense,7,3,115,66,24,4,1:30:00,7/28/2022,0,0,DRAW,DRAW,10,National 
Copa do Brasil,Botafogo RJ,0,2,America MG,6,3,136,83,28,10,1:00:00,7/15/2022,-2,2,LOST,WON,9,National 
Copa do Brasil,Palmeiras,2,1,Sao Paulo,13,5,79,101,17,9,0:00:00,7/15/2022,1,-1,WON,LOST,18,National 
Copa do Brasil,Santos,1,0,Corinthians,7,1,140,73,12,7,1:30:00,7/14/2022,1,-1,WON,LOST,8,National 
Copa do Brasil,Flamengo,2,0,Atletico Mineiro,4,5,110,95,21,5,1:30:00,7/14/2022,2,-2,WON,LOST,9,National 
Copa do Brasil,Ceara,1,0,Fortaleza FC,5,4,127,77,12,17,0:00:00,7/14/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Goias,0,3,Atletico Goianiense,7,4,96,94,12,11,23:00:00,7/13/2022,-3,3,LOST,WON,11,National 
Copa do Brasil,Cruzeiro,0,3,Fluminense,4,5,139,132,16,11,1:00:00,7/13/2022,-3,3,LOST,WON,9,National 
Copa do Brasil,Athletico Paranaense,2,1,EC Bahia,7,5,121,93,13,7,0:30:00,7/13/2022,1,-1,WON,LOST,12,National 
Copa do Brasil,America MG,3,0,Botafogo RJ,8,5,93,112,18,20,23:00:00,6/30/2022,3,-3,WON,LOST,13,National 
Copa do Brasil,Sao Paulo,1,0,Palmeiras,4,1,91,101,13,5,0:00:00,6/24/2022,1,-1,WON,LOST,5,National 
Copa do Brasil,Fluminense,2,1,Cruzeiro,8,3,163,59,32,5,23:00:00,6/23/2022,1,-1,WON,LOST,11,National 
Copa do Brasil,Corinthians,4,0,Santos,9,4,101,88,13,6,1:30:00,6/23/2022,4,-4,WON,LOST,13,National 
Copa do Brasil,Atletico Mineiro,2,1,Flamengo,3,6,84,131,7,10,1:30:00,6/23/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Fortaleza FC,2,0,Ceara,9,6,72,122,16,13,0:00:00,6/23/2022,2,-2,WON,LOST,15,National 
Copa do Brasil,EC Bahia,1,2,Athletico Paranaense,5,3,140,111,18,10,23:30:00,6/22/2022,-1,1,LOST,WON,8,National 
Copa do Brasil,Atletico Goianiense,0,0,Goias,17,5,108,69,17,12,23:00:00,6/22/2022,0,0,DRAW,DRAW,22,National 
Copa do Brasil,Bragantino,0,1,Goias,12,4,131,102,18,7,1:30:00,6/1/2022,-1,1,LOST,WON,16,National 
Copa do Brasil,Brasiliense,0,1,Atletico Mineiro,3,3,87,137,1,9,23:00:00,5/22/2022,-1,1,LOST,WON,6,National 
Copa do Brasil,Santos,3,0,Coritiba,4,2,130,99,19,6,1:30:00,5/13/2022,3,-3,WON,LOST,6,National 
Copa do Brasil,Botafogo RJ,3,0,Ceilandia,1,0,168,90,10,8,1:30:00,5/13/2022,3,-3,WON,LOST,1,National 
Copa do Brasil,Cruzeiro,1,0,Clube Do Remo,7,0,136,93,20,4,23:30:00,5/12/2022,1,-1,WON,LOST,7,National 
Copa do Brasil,Sao Paulo,2,0,EC Juventude,5,4,96,99,9,10,23:30:00,5/12/2022,2,-2,WON,LOST,9,National 
Copa do Brasil,Vitoria EC,0,1,Fortaleza FC,2,4,101,139,12,12,23:00:00,5/12/2022,-1,1,LOST,WON,6,National 
Copa do Brasil,Cuiaba,0,0,Atletico Goianiense,0,8,76,92,1,8,2:00:00,5/12/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Vila Nova,0,2,Fluminense,3,4,85,58,19,7,1:30:00,5/12/2022,-2,2,LOST,WON,7,National 
Copa do Brasil,Corinthians,2,0,Portuguesa RJ,6,2,140,90,15,6,1:30:00,5/12/2022,2,-2,WON,LOST,8,National 
Copa do Brasil,Flamengo,2,0,AE Altos,5,3,109,96,9,9,23:30:00,5/11/2022,2,-2,WON,LOST,8,National 
Copa do Brasil,Ceara,2,0,Tombense MG,4,1,102,76,13,6,23:00:00,5/11/2022,2,-2,WON,LOST,5,National 
Copa do Brasil,Juazeirense,1,2,Palmeiras,0,9,47,82,2,17,23:00:00,5/11/2022,-1,1,LOST,WON,9,National 
Copa do Brasil,Athletico Paranaense,4,0,Tocantinopolis EC,13,3,132,86,17,5,1:30:00,5/11/2022,4,-4,WON,LOST,16,National 
Copa do Brasil,Azuriz FC,1,1,EC Bahia,4,4,121,131,9,19,0:30:00,5/11/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,America MG,2,0,CSA,2,2,104,110,14,10,23:00:00,5/10/2022,2,-2,WON,LOST,4,National 
Copa do Brasil,AE Altos,1,2,Flamengo,1,9,38,69,3,8,22:00:00,5/1/2022,-1,1,LOST,WON,10,National 
Copa do Brasil,Palmeiras,2,1,Juazeirense,8,0,127,65,9,4,1:00:00,5/1/2022,1,-1,WON,LOST,8,National 
Copa do Brasil,Atletico Goianiense,1,1,Cuiaba,6,4,82,77,7,6,1:30:00,4/22/2022,0,0,DRAW,DRAW,10,National 
Copa do Brasil,Ceilandia,0,3,Botafogo RJ,1,11,99,141,7,23,1:30:00,4/21/2022,-3,3,LOST,WON,12,National 
Copa do Brasil,Portuguesa RJ,1,1,Corinthians,4,4,66,87,8,14,1:30:00,4/21/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Tombense MG,0,2,Ceara,5,7,99,88,14,10,1:30:00,4/21/2022,-2,2,LOST,WON,12,National 
Copa do Brasil,Coritiba,1,0,Santos,9,5,92,111,16,2,23:30:00,4/20/2022,1,-1,WON,LOST,14,National 
Copa do Brasil,EC Juventude,2,2,Sao Paulo,3,6,121,156,11,12,23:30:00,4/20/2022,0,0,DRAW,DRAW,9,National 
Copa do Brasil,Tocantinopolis EC,2,5,Athletico Paranaense,6,7,109,122,13,20,23:00:00,4/20/2022,-3,3,LOST,WON,13,National 
Copa do Brasil,Atletico Mineiro,3,0,Brasiliense,7,3,102,57,22,2,23:00:00,4/20/2022,3,-3,WON,LOST,10,National 
Copa do Brasil,Fortaleza FC,3,0,Vitoria,8,2,89,83,16,6,23:00:00,4/20/2022,3,-3,WON,LOST,10,National 
Copa do Brasil,Goias,1,2,Bragantino,1,5,125,129,11,10,23:00:00,4/20/2022,-1,1,LOST,WON,6,National 
Copa do Brasil,Fluminense,3,2,Vila Nova,7,7,100,72,7,6,1:30:00,4/20/2022,1,-1,WON,LOST,14,National 
Copa do Brasil,Clube Do Remo,2,1,Cruzeiro,5,2,,,2,1,1:30:00,4/20/2022,1,-1,WON,LOST,7,National 
Copa do Brasil,EC Bahia,0,0,Azuriz FC,10,1,168,91,20,5,23:30:00,4/19/2022,0,0,DRAW,DRAW,11,National 
Copa do Brasil,CSA,0,3,America MG,3,7,117,97,15,9,23:00:00,4/19/2022,-3,3,LOST,WON,10,National 
Copa do Brasil,Vitoria EC,2,0,GE Gloria,7,2,95,83,10,3,0:30:00,3/24/2022,2,-2,WON,LOST,9,National 
Copa do Brasil,Goias,1,0,Criciuma,5,4,133,77,16,8,0:30:00,3/18/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Real Noroeste ES,0,1,EC Juventude,9,1,82,80,18,7,22:00:00,3/17/2022,-1,1,LOST,WON,10,National 
Copa do Brasil,CSA,4,1,Paysandu,8,6,134,100,21,14,0:30:00,3/17/2022,3,-3,WON,LOST,14,National 
Copa do Brasil,Sao Paulo,2,0,Manaus,9,2,125,79,16,5,0:30:00,3/17/2022,2,-2,WON,LOST,11,National 
Copa do Brasil,tuntum EC,0,3,Cruzeiro,4,3,108,92,18,9,23:30:00,3/16/2022,-3,3,LOST,WON,7,National 
Copa do Brasil,Globo FC,1,1,Brasiliense,10,4,110,84,6,8,23:30:00,3/16/2022,0,0,DRAW,DRAW,14,National 
Copa do Brasil,Tocantinopolis EC,2,0,FC Cascavel,3,9,53,94,6,13,23:30:00,3/16/2022,2,-2,WON,LOST,12,National 
Copa do Brasil,Moto Club de São Luís,1,1,Tombense MG,0,4,159,116,9,8,22:00:00,3/16/2022,0,0,DRAW,DRAW,4,National 
Copa do Brasil,Guarani SP,2,2,Vila Nova,7,6,132,104,15,8,0:30:00,3/16/2022,0,0,DRAW,DRAW,13,National 
Copa do Brasil,Ceara,2,0,Tuna Luso,6,0,131,82,23,2,0:30:00,3/16/2022,2,-2,WON,LOST,6,National 
Copa do Brasil,Avai,1,2,Ceilandia,3,4,121,109,15,7,1:28:15,3/11/2022,-1,1,LOST,WON,7,National 
Copa do Brasil,Pouso Alegre,1,1,Coritiba,3,4,111,128,11,15,0:30:00,3/11/2022,0,0,DRAW,DRAW,7,National 
Copa do Brasil,Juazeirense,1,1,Vasco Da Gama RJ,7,4,118,93,17,8,0:30:00,3/10/2022,0,0,DRAW,DRAW,11,National 
Copa do Brasil,Azuriz FC,1,0,Mirassol,2,8,105,177,9,14,22:00:00,3/9/2022,1,-1,WON,LOST,10,National 
Copa do Brasil,Fluminense PI,1,1,Santos,3,8,127,134,16,8,0:30:00,3/9/2022,0,0,DRAW,DRAW,11,National 
Copa do Brasil,Figueirense,2,2,Cuiaba,8,4,82,69,11,8,0:30:00,3/9/2022,0,0,DRAW,DRAW,12,National 
Copa do Brasil,Globo FC,2,0,Internacional,2,1,113,147,9,9,0:30:00,3/4/2022,2,-2,WON,LOST,3,National 
Copa do Brasil,Castanhal,1,1,Vitoria EC,5,3,80,53,10,9,23:30:00,3/3/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Uniao Rondonopolis,0,3,Atletico Goianiense,7,4,112,152,9,8,22:00:00,3/3/2022,-3,3,LOST,WON,11,National 
Copa do Brasil,Nova Venecia FC,2,1,Ferroviario,7,5,68,64,8,6,18:30:00,3/3/2022,1,-1,WON,LOST,12,National 
Copa do Brasil,Portuguesa RJ,1,0,CRB,11,3,81,78,6,5,0:30:00,3/3/2022,1,-1,WON,LOST,14,National 
Copa do Brasil,Ferroviaria SP,0,1,Vasco Da Gama RJ,10,4,113,86,23,4,0:30:00,3/3/2022,-1,1,LOST,WON,14,National 
Copa do Brasil,Costa Rica EC,0,3,ABC,3,2,74,81,8,14,0:00:00,3/3/2022,-3,3,LOST,WON,5,National 
Copa do Brasil,Gremio Anapolis,0,0,Juazeirense,1,3,126,103,16,10,23:30:00,3/2/2022,0,0,DRAW,DRAW,4,National 
Copa do Brasil,Trem AP,0,3,Paysandu,2,5,88,83,3,6,23:30:00,3/2/2022,-3,3,LOST,WON,7,National 
Copa do Brasil,Rio Branco AC,0,0,Vila Nova,2,6,22,32,1,2,23:00:00,3/2/2022,0,0,DRAW,DRAW,8,National 
Copa do Brasil,Real Noroeste ES,2,1,Operario PR,5,5,71,76,6,12,22:00:00,3/2/2022,1,-1,WON,LOST,10,National 
Copa do Brasil,AE Altos,1,0,Sport Recife,7,4,119,110,11,6,22:00:00,3/2/2022,1,-1,WON,LOST,11,National 
Copa do Brasil,CEO Varzeagrandense,1,2,Sampaio Correa,6,8,89,109,15,21,19:30:00,3/2/2022,-1,1,LOST,WON,14,National 
Copa do Brasil,Ceilandia,2,0,Londrina,4,2,106,103,21,8,18:30:00,3/2/2022,2,-2,WON,LOST,6,National 
Copa do Brasil,Tuna Luso,1,0,Gremio Novorizontino,9,2,65,80,14,16,18:30:00,3/2/2022,1,-1,WON,LOST,11,National 
Copa do Brasil,Mirassol,3,2,Gremio,1,8,96,122,11,15,0:30:00,3/2/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Sousa EC,1,1,Goias,13,3,96,91,12,12,0:30:00,3/2/2022,0,0,DRAW,DRAW,16,National 
Copa do Brasil,Moto Club de São Luís,3,2,Chapecoense,2,8,95,101,17,13,22:00:00,3/1/2022,1,-1,WON,LOST,10,National 
Copa do Brasil,Pouso Alegre,2,0,Parana,9,7,102,116,18,7,22:00:00,3/1/2022,2,-2,WON,LOST,16,National 
Copa do Brasil,Marica,0,1,Guarani SP,2,5,95,122,10,7,19:00:00,3/1/2022,-1,1,LOST,WON,7,National 
Copa do Brasil,Icasa,0,0,Tombense MG,4,1,85,83,7,8,18:30:00,3/1/2022,0,0,DRAW,DRAW,5,National 
Copa do Brasil,Campinense Clube,0,0,Sao Paulo,0,4,73,105,7,9,0:30:00,2/25/2022,0,0,DRAW,DRAW,4,National 
Copa do Brasil,Bahia de Feira,2,5,Coritiba,7,4,81,75,18,21,22:00:00,2/24/2022,-3,3,LOST,WON,11,National 
Copa do Brasil,Sao Raimundo AM,0,1,Manaus,4,5,99,122,5,10,19:30:00,2/24/2022,-1,1,LOST,WON,9,National 
Copa do Brasil,Fluminense PI,2,0,Oeste,4,8,142,175,13,11,18:30:00,2/24/2022,2,-2,WON,LOST,12,National 
Copa do Brasil,Nova Iguacu,0,0,Criciuma,6,3,71,59,9,3,18:30:00,2/24/2022,0,0,DRAW,DRAW,9,National 
Copa do Brasil,Humaita,2,2,Brasiliense,4,6,103,92,11,10,1:00:00,2/24/2022,0,0,DRAW,DRAW,10,National 
Copa do Brasil,Atletico Alagoinhas,1,1,CSA,6,3,78,79,19,15,0:30:00,2/24/2022,0,0,DRAW,DRAW,9,National 
Copa do Brasil,CS Sergipe,0,5,Cruzeiro,2,3,111,141,11,16,0:30:00,2/24/2022,-5,5,LOST,WON,5,National 
Copa do Brasil,Tocantinopolis EC,1,0,Nautico Capibaribe,0,11,32,48,3,5,23:30:00,2/23/2022,1,-1,WON,LOST,11,National 
Copa do Brasil,GE Gloria,1,0,Brasil de Pelotas,1,8,33,27,2,8,23:00:00,2/23/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,Azuriz FC,1,0,Botafogo SP,4,5,171,133,17,3,22:00:00,2/23/2022,1,-1,WON,LOST,9,National 
Copa do Brasil,ASA,0,2,Cuiaba,6,7,87,72,5,5,22:00:00,2/23/2022,-2,2,LOST,WON,13,National 
Copa do Brasil,Salgueiro,0,3,Santos,5,7,136,113,8,12,22:00:00,2/23/2022,-3,3,LOST,WON,12,National 
Copa do Brasil,tuntum EC,4,2,Volta Redonda,4,6,42,98,6,12,18:30:00,2/23/2022,2,-2,WON,LOST,10,National 
