tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners,Type 
Serie B,Nautico Capibaribe,3,1,Vasco Da Gama RJ,5,7,73,125,16,18,20:30:00,10/1/2016,2,-2,WON,LOST,12,National 
Serie B,Bragantino,1,2,CRB,8,6,93,79,19,6,20:00:00,10/1/2016,-1,1,LOST,WON,14,National 
Serie B,Avai,2,0,Paysandu,2,4,95,111,6,8,1:30:00,10/1/2016,2,-2,WON,LOST,6,National 
Serie B,Luverdense,2,1,Tupi MG,7,3,116,105,15,10,0:30:00,10/1/2016,1,-1,WON,LOST,10,National 
Serie B,EC Bahia,2,0,Criciuma,10,3,126,88,19,3,23:15:00,9/30/2016,2,-2,WON,LOST,13,National 
Serie B,Goias,4,0,Parana,4,7,104,94,11,15,1:00:00,9/30/2016,4,-4,WON,LOST,11,National 
Serie B,Brasil de Pelotas,2,1,Ceara,4,6,99,140,10,9,1:00:00,9/28/2016,1,-1,WON,LOST,10,National 
Serie B,Atletico Goianiense,1,1,Joinville,3,5,103,97,9,5,23:15:00,9/27/2016,0,0,DRAW,DRAW,8,National 
Serie B,Paysandu,3,0,Bragantino,3,5,97,114,9,12,0:00:00,9/27/2016,3,-3,WON,LOST,8,National 
Serie B,Tupi MG,1,1,Brasil de Pelotas,6,5,130,97,19,17,22:30:00,9/24/2016,0,0,DRAW,DRAW,11,National 
Serie B,Vasco Da Gama RJ,2,0,Atletico Goianiense,9,5,93,103,15,7,20:30:00,9/24/2016,2,-2,WON,LOST,14,National 
Serie B,Vila Nova,1,2,Londrina,7,1,144,86,27,5,20:30:00,9/24/2016,-1,1,LOST,WON,8,National 
Serie B,CRB,2,2,EC Bahia,4,7,85,107,11,14,20:15:00,9/24/2016,0,0,DRAW,DRAW,11,National 
Serie B,Parana,1,2,Nautico Capibaribe,2,8,32,26,5,6,20:15:00,9/24/2016,-1,1,LOST,WON,10,National 
Serie B,Oeste,1,2,Goias,5,2,159,97,23,8,1:30:00,9/24/2016,-1,1,LOST,WON,7,National 
Serie B,Joinville,0,1,Avai,8,3,133,93,14,9,0:30:00,9/24/2016,-1,1,LOST,WON,11,National 
Serie B,Criciuma,1,0,Sampaio Correa,5,7,99,93,15,9,23:15:00,9/23/2016,1,-1,WON,LOST,12,National 
Serie B,Ceara,0,0,Luverdense,10,3,99,65,20,9,1:30:00,9/21/2016,0,0,DRAW,DRAW,13,National 
Serie B,Oeste,0,0,Tupi MG,10,0,124,68,10,2,1:00:00,9/18/2016,0,0,DRAW,DRAW,10,National 
Serie B,EC Bahia,4,2,Goias,8,4,139,104,19,5,22:30:00,9/17/2016,2,-2,WON,LOST,12,National 
Serie B,Londrina,1,1,Ceara,4,3,79,83,10,7,20:30:00,9/17/2016,0,0,DRAW,DRAW,7,National 
Serie B,Nautico Capibaribe,3,1,Paysandu,5,7,102,105,13,13,20:30:00,9/17/2016,2,-2,WON,LOST,12,National 
Serie B,Sampaio Correa,1,1,CRB,5,7,123,97,14,11,20:00:00,9/17/2016,0,0,DRAW,DRAW,12,National 
Serie B,Atletico Goianiense,2,0,Parana,6,6,100,107,16,10,20:00:00,9/17/2016,2,-2,WON,LOST,12,National 
Serie B,Avai,2,0,Bragantino,9,6,126,116,17,11,20:00:00,9/17/2016,2,-2,WON,LOST,15,National 
Serie B,Vasco Da Gama RJ,2,0,Joinville,10,6,103,103,12,7,1:30:00,9/17/2016,2,-2,WON,LOST,16,National 
Serie B,Vila Nova,0,0,Luverdense,6,3,130,86,18,5,0:30:00,9/17/2016,0,0,DRAW,DRAW,9,National 
Serie B,Brasil de Pelotas,1,2,Criciuma,13,5,87,82,13,6,23:15:00,9/16/2016,-1,1,LOST,WON,18,National 
Serie B,Ceara,0,1,Sampaio Correa,8,4,117,88,15,8,1:30:00,9/14/2016,-1,1,LOST,WON,12,National 
Serie B,Goias,1,1,Vasco Da Gama RJ,4,5,110,103,15,8,1:30:00,9/14/2016,0,0,DRAW,DRAW,9,National 
Serie B,Luverdense,1,0,Brasil de Pelotas,8,3,129,123,17,10,1:30:00,9/14/2016,1,-1,WON,LOST,11,National 
Serie B,Bragantino,1,2,Atletico Goianiense,5,1,121,116,8,7,0:30:00,9/14/2016,-1,1,LOST,WON,6,National 
Serie B,Criciuma,4,0,Oeste,3,5,82,101,14,12,0:30:00,9/14/2016,4,-4,WON,LOST,8,National 
Serie B,CRB,1,2,Avai,9,3,96,96,18,13,23:15:00,9/13/2016,-1,1,LOST,WON,12,National 
Serie B,Paysandu,2,1,EC Bahia,4,8,103,113,7,14,23:15:00,9/13/2016,1,-1,WON,LOST,12,National 
Serie B,Tupi MG,1,1,Londrina,1,3,89,123,11,14,23:15:00,9/13/2016,0,0,DRAW,DRAW,4,National 
Serie B,Joinville,0,0,Nautico Capibaribe,6,5,135,127,11,13,23:15:00,9/13/2016,0,0,DRAW,DRAW,11,National 
Serie B,Parana,1,2,Vila Nova,6,2,92,72,15,9,23:15:00,9/13/2016,-1,1,LOST,WON,8,National 
Serie B,CRB,1,2,Vila Nova,5,3,131,125,9,14,1:00:00,9/11/2016,-1,1,LOST,WON,8,National 
Serie B,Goias,2,0,Ceara,3,5,100,114,13,12,22:30:00,9/10/2016,2,-2,WON,LOST,8,National 
Serie B,Vasco Da Gama RJ,3,2,Oeste,4,3,71,99,12,13,20:30:00,9/10/2016,1,-1,WON,LOST,7,National 
Serie B,Nautico Capibaribe,0,0,EC Bahia,4,3,112,123,10,9,20:30:00,9/10/2016,0,0,DRAW,DRAW,7,National 
Serie B,Parana,2,1,Londrina,3,2,113,100,16,6,20:00:00,9/10/2016,1,-1,WON,LOST,5,National 
Serie B,Avai,3,0,Criciuma,2,9,47,80,13,13,20:00:00,9/10/2016,3,-3,WON,LOST,11,National 
Serie B,Paysandu,1,1,Brasil de Pelotas,10,4,102,103,14,9,1:30:00,9/10/2016,0,0,DRAW,DRAW,14,National 
Serie B,Joinville,1,1,Tupi MG,10,2,109,98,20,10,23:15:00,9/9/2016,0,0,DRAW,DRAW,12,National 
Serie B,Atletico Goianiense,2,0,Luverdense,11,5,116,107,17,9,23:30:00,9/6/2016,2,-2,WON,LOST,16,National 
Serie B,Bragantino,2,1,Sampaio Correa,2,6,97,125,9,9,23:30:00,9/6/2016,1,-1,WON,LOST,8,National 
Serie B,Ceara,0,0,Avai,8,3,110,106,16,12,22:30:00,9/4/2016,0,0,DRAW,DRAW,11,National 
Serie B,Sampaio Correa,4,3,Nautico Capibaribe,1,7,113,118,8,6,1:00:00,9/4/2016,1,-1,WON,LOST,8,National 
Serie B,Criciuma,1,1,CRB,4,3,133,155,12,6,1:00:00,9/4/2016,0,0,DRAW,DRAW,7,National 
Serie B,Londrina,1,0,Joinville,4,4,131,112,11,6,22:30:00,9/3/2016,1,-1,WON,LOST,8,National 
Serie B,EC Bahia,1,0,Vasco Da Gama RJ,4,6,97,122,11,6,20:30:00,9/3/2016,1,-1,WON,LOST,10,National 
Serie B,Tupi MG,0,1,Bragantino,7,4,94,67,10,7,20:27:32,9/3/2016,-1,1,LOST,WON,11,National 
Serie B,Vila Nova,0,0,Atletico Goianiense,4,4,134,129,11,8,20:00:00,9/3/2016,0,0,DRAW,DRAW,8,National 
Serie B,Oeste,3,3,Parana,2,4,132,79,17,10,20:00:00,9/3/2016,0,0,DRAW,DRAW,6,National 
Serie B,Luverdense,3,1,Paysandu,13,7,82,59,20,12,1:30:00,9/3/2016,2,-2,WON,LOST,20,National 
Serie B,Brasil de Pelotas,2,1,Goias,7,5,87,82,21,17,23:15:00,9/2/2016,1,-1,WON,LOST,12,National 
Serie B,Goias,1,1,Criciuma,5,2,74,85,12,8,1:30:00,8/31/2016,0,0,DRAW,DRAW,7,National 
Serie B,Bragantino,0,2,Brasil de Pelotas,14,4,112,95,13,5,1:30:00,8/31/2016,-2,2,LOST,WON,18,National 
Serie B,Vasco Da Gama RJ,1,2,Vila Nova,9,3,112,90,20,10,0:30:00,8/31/2016,-1,1,LOST,WON,12,National 
Serie B,Nautico Capibaribe,0,2,Londrina,9,2,108,97,21,6,0:30:00,8/31/2016,-2,2,LOST,WON,11,National 
Serie B,CRB,3,1,Oeste,2,7,84,96,11,19,0:30:00,8/31/2016,2,-2,WON,LOST,9,National 
Serie B,Avai,2,1,Luverdense,5,8,98,127,16,11,23:15:00,8/30/2016,1,-1,WON,LOST,13,National 
Serie B,Joinville,1,1,EC Bahia,2,4,80,89,11,13,23:15:00,8/30/2016,0,0,DRAW,DRAW,6,National 
Serie B,Paysandu,0,3,Tupi MG,12,5,99,86,9,8,23:15:00,8/30/2016,-3,3,LOST,WON,17,National 
Serie B,Parana,1,0,Sampaio Correa,6,3,117,95,10,10,23:15:00,8/30/2016,1,-1,WON,LOST,9,National 
Serie B,Atletico Goianiense,2,2,Ceara,5,4,86,107,11,16,0:00:00,8/30/2016,0,0,DRAW,DRAW,9,National 
Serie B,Luverdense,4,0,Bragantino,6,7,98,104,14,10,1:00:00,8/28/2016,4,-4,WON,LOST,13,National 
Serie B,EC Bahia,3,0,Parana,9,0,133,113,15,3,22:30:00,8/27/2016,3,-3,WON,LOST,9,National 
Serie B,Tupi MG,2,2,Vasco Da Gama RJ,3,3,78,98,11,14,20:30:00,8/27/2016,0,0,DRAW,DRAW,6,National 
Serie B,Vila Nova,0,2,Nautico Capibaribe,7,2,93,78,18,6,20:20:00,8/27/2016,-2,2,LOST,WON,9,National 
Serie B,Oeste,1,0,Paysandu,6,4,90,93,16,10,20:00:00,8/27/2016,1,-1,WON,LOST,10,National 
Serie B,Ceara,1,1,CRB,8,1,115,71,26,8,1:30:00,8/27/2016,0,0,DRAW,DRAW,9,National 
Serie B,Criciuma,0,1,Joinville,18,6,138,91,12,11,0:30:00,8/27/2016,-1,1,LOST,WON,24,National 
Serie B,Londrina,0,1,Goias,6,5,126,104,9,6,1:30:00,8/24/2016,-1,1,LOST,WON,11,National 
Serie B,Brasil de Pelotas,0,1,Atletico Goianiense,9,2,132,90,16,5,0:30:00,8/24/2016,-1,1,LOST,WON,11,National 
Serie B,Sampaio Correa,1,2,Avai,8,1,94,65,11,5,23:15:00,8/23/2016,-1,1,LOST,WON,9,National 
Serie B,Paysandu,2,0,Ceara,6,6,70,105,12,10,1:00:00,8/21/2016,2,-2,WON,LOST,12,National 
Serie B,Goias,2,1,Tupi MG,2,2,109,117,6,9,1:00:00,8/21/2016,1,-1,WON,LOST,4,National 
Serie B,Avai,0,3,EC Bahia,6,6,41,48,2,8,23:30:00,8/20/2016,-3,3,LOST,WON,12,National 
Serie B,Vasco Da Gama RJ,1,1,Sampaio Correa,8,2,112,74,16,8,20:30:00,8/20/2016,0,0,DRAW,DRAW,10,National 
Serie B,Nautico Capibaribe,0,1,Criciuma,13,3,136,103,24,9,20:00:00,8/20/2016,-1,1,LOST,WON,16,National 
Serie B,CRB,0,1,Londrina,4,7,94,109,14,13,20:00:00,8/20/2016,-1,1,LOST,WON,11,National 
Serie B,Bragantino,2,2,Vila Nova,6,8,110,99,12,14,0:30:00,8/20/2016,0,0,DRAW,DRAW,14,National 
Serie B,Parana,0,2,Brasil de Pelotas,7,6,105,92,21,9,0:30:00,8/20/2016,-2,2,LOST,WON,13,National 
Serie B,Joinville,1,1,Luverdense,7,2,126,138,19,11,0:30:00,8/20/2016,0,0,DRAW,DRAW,9,National 
Serie B,Atletico Goianiense,1,1,Oeste,3,5,69,115,17,14,23:15:00,8/19/2016,0,0,DRAW,DRAW,8,National 
Serie B,EC Bahia,1,1,Atletico Goianiense,5,2,100,89,14,9,0:30:00,8/17/2016,0,0,DRAW,DRAW,7,National 
Serie B,Sampaio Correa,0,0,Goias,14,2,99,75,21,9,0:30:00,8/17/2016,0,0,DRAW,DRAW,16,National 
Serie B,Tupi MG,2,0,Parana,1,12,97,121,13,19,1:30:00,8/3/2016,2,-2,WON,LOST,13,National 
Serie B,Ceara,0,0,Vasco Da Gama RJ,5,8,76,50,12,3,1:30:00,8/3/2016,0,0,DRAW,DRAW,13,National 
Serie B,Oeste,0,0,Nautico Capibaribe,10,6,124,88,9,12,1:30:00,8/3/2016,0,0,DRAW,DRAW,16,National 
Serie B,Luverdense,0,0,CRB,7,4,105,76,16,10,1:30:00,8/3/2016,0,0,DRAW,DRAW,11,National 
Serie B,Criciuma,0,3,Paysandu,11,4,102,65,20,10,23:15:00,8/2/2016,-3,3,LOST,WON,15,National 
Serie B,Brasil de Pelotas,3,0,Avai,5,3,114,122,12,9,23:15:00,8/2/2016,3,-3,WON,LOST,8,National 
Serie B,Londrina,2,0,Bragantino,5,7,110,113,8,13,23:15:00,8/2/2016,2,-2,WON,LOST,12,National 
Serie B,Vila Nova,2,1,Joinville,11,5,110,101,20,7,23:15:00,8/2/2016,1,-1,WON,LOST,16,National 
Serie B,Atletico Goianiense,4,1,Sampaio Correa,5,4,,,,,20:00:00,7/31/2016,3,-3,WON,LOST,9,National 
Serie B,Vasco Da Gama RJ,2,1,Criciuma,9,6,,,,,1:00:00,7/31/2016,1,-1,WON,LOST,15,National 
Serie B,Parana,1,1,Ceara,6,3,,,,,23:02:14,7/30/2016,0,0,DRAW,DRAW,9,National 
Serie B,Paysandu,2,2,Vila Nova,4,7,,,,,22:30:00,7/30/2016,0,0,DRAW,DRAW,11,National 
Serie B,Bragantino,1,0,EC Bahia,3,5,,,,,20:30:00,7/30/2016,1,-1,WON,LOST,8,National 
Serie B,Joinville,0,1,Oeste,9,2,,,,,20:00:00,7/30/2016,-1,1,LOST,WON,11,National 
Serie B,Nautico Capibaribe,1,0,Tupi MG,4,6,,,,,1:30:00,7/30/2016,1,-1,WON,LOST,10,National 
Serie B,CRB,1,2,Brasil de Pelotas,8,3,,,,,23:15:00,7/29/2016,-1,1,LOST,WON,11,National 
Serie B,Avai,1,0,Londrina,5,5,,,,,1:30:00,7/27/2016,1,-1,WON,LOST,10,National 
Serie B,Goias,1,1,Luverdense,2,2,,,,,23:15:00,7/26/2016,0,0,DRAW,DRAW,4,National 
Serie B,Paysandu,2,2,CRB,8,3,,,,,1:00:00,7/24/2016,0,0,DRAW,DRAW,11,National 
Serie B,Londrina,1,1,Sampaio Correa,7,5,,,,,1:00:00,7/24/2016,0,0,DRAW,DRAW,12,National 
Serie B,EC Bahia,1,0,Luverdense,5,4,,,,,22:30:00,7/23/2016,1,-1,WON,LOST,9,National 
Serie B,Vasco Da Gama RJ,2,1,Bragantino,12,2,,,,,20:30:00,7/23/2016,1,-1,WON,LOST,14,National 
Serie B,Vila Nova,3,4,Ceara,13,4,,,,,20:00:00,7/23/2016,-1,1,LOST,WON,17,National 
Serie B,Tupi MG,1,0,Atletico Goianiense,3,9,,,,,20:00:00,7/23/2016,1,-1,WON,LOST,12,National 
Serie B,Nautico Capibaribe,3,1,Avai,6,2,,,,,1:30:00,7/23/2016,2,-2,WON,LOST,8,National 
Serie B,Criciuma,3,2,Parana,5,1,,,,,23:15:00,7/22/2016,1,-1,WON,LOST,6,National 
Serie B,Joinville,2,1,Goias,8,7,,,,,1:00:00,7/20/2016,1,-1,WON,LOST,15,National 
Serie B,Oeste,1,1,Brasil de Pelotas,8,5,,,,,23:15:00,7/19/2016,0,0,DRAW,DRAW,13,National 
Serie B,Bragantino,2,0,Joinville,4,5,,,,,2:37:40,7/17/2016,2,-2,WON,LOST,9,National 
Serie B,Luverdense,1,1,Vasco Da Gama RJ,11,3,,,,,22:30:00,7/16/2016,0,0,DRAW,DRAW,14,National 
Serie B,Goias,4,2,Nautico Capibaribe,5,2,,,,,20:30:00,7/16/2016,2,-2,WON,LOST,7,National 
Serie B,Ceara,1,0,Criciuma,6,5,,,,,20:00:00,7/16/2016,1,-1,WON,LOST,11,National 
Serie B,Brasil de Pelotas,2,2,Vila Nova,12,2,,,,,20:00:00,7/16/2016,0,0,DRAW,DRAW,14,National 
Serie B,Sampaio Correa,0,0,EC Bahia,3,4,,,,,1:30:00,7/16/2016,0,0,DRAW,DRAW,7,National 
Serie B,Avai,1,1,Oeste,6,3,,,,,23:15:00,7/15/2016,0,0,DRAW,DRAW,9,National 
Serie B,CRB,3,0,Tupi MG,3,3,,,,,1:00:00,7/15/2016,3,-3,WON,LOST,6,National 
Serie B,Parana,0,0,Paysandu,10,4,,,,,1:30:00,7/13/2016,0,0,DRAW,DRAW,14,National 
Serie B,Atletico Goianiense,1,2,Londrina,9,2,,,,,23:15:00,7/12/2016,-1,1,LOST,WON,11,National 
Serie B,Paysandu,0,0,Londrina,3,3,,,,,1:00:00,7/10/2016,0,0,DRAW,DRAW,6,National 
Serie B,Vasco Da Gama RJ,2,0,Brasil de Pelotas,6,5,,,,,22:30:00,7/9/2016,2,-2,WON,LOST,11,National 
Serie B,Nautico Capibaribe,1,3,CRB,8,3,,,,,20:00:00,7/9/2016,-2,2,LOST,WON,11,National 
Serie B,Oeste,1,3,Bragantino,9,3,,,,,20:00:00,7/9/2016,-2,2,LOST,WON,12,National 
Serie B,Goias,2,2,Atletico Goianiense,4,4,,,,,20:00:00,7/9/2016,0,0,DRAW,DRAW,8,National 
Serie B,Joinville,2,0,Sampaio Correa,6,5,,,,,20:00:00,7/9/2016,2,-2,WON,LOST,11,National 
Serie B,Tupi MG,2,1,Ceara,7,5,,,,,1:30:00,7/9/2016,1,-1,WON,LOST,12,National 
Serie B,Criciuma,2,2,Luverdense,9,5,,,,,23:15:00,7/8/2016,0,0,DRAW,DRAW,14,National 
Serie B,EC Bahia,0,1,Vila Nova,4,3,,,,,1:30:00,7/6/2016,-1,1,LOST,WON,7,National 
Serie B,Parana,0,0,Avai,9,1,,,,,23:15:00,7/5/2016,0,0,DRAW,DRAW,10,National 
Serie B,CRB,2,1,Goias,4,6,,,,,1:00:00,7/3/2016,1,-1,WON,LOST,10,National 
Serie B,Ceara,1,0,EC Bahia,7,12,,,,,23:30:00,7/2/2016,1,-1,WON,LOST,19,National 
Serie B,Avai,2,1,Vasco Da Gama RJ,2,7,,,,,20:30:00,7/2/2016,1,-1,WON,LOST,9,National 
Serie B,Bragantino,0,1,Parana,7,7,,,,,20:00:00,7/2/2016,-1,1,LOST,WON,14,National 
Serie B,Luverdense,0,1,Oeste,6,4,,,,,20:00:00,7/2/2016,-1,1,LOST,WON,10,National 
Serie B,Atletico Goianiense,3,0,Nautico Capibaribe,4,4,,,,,20:00:00,7/2/2016,3,-3,WON,LOST,8,National 
Serie B,Brasil de Pelotas,2,0,Joinville,6,3,,,,,20:00:00,7/2/2016,2,-2,WON,LOST,9,National 
Serie B,Londrina,2,2,Criciuma,6,1,,,,,1:30:00,7/2/2016,0,0,DRAW,DRAW,7,National 
Serie B,Vila Nova,1,0,Tupi MG,2,2,,,,,0:30:00,7/2/2016,1,-1,WON,LOST,4,National 
Serie B,Sampaio Correa,0,0,Paysandu,9,8,,,,,23:15:00,7/1/2016,0,0,DRAW,DRAW,17,National 
Serie B,Bragantino,1,1,Ceara,6,6,,,,,1:30:00,6/29/2016,0,0,DRAW,DRAW,12,National 
Serie B,Goias,0,0,Paysandu,5,3,,,,,1:30:00,6/29/2016,0,0,DRAW,DRAW,8,National 
Serie B,Nautico Capibaribe,1,0,Luverdense,2,4,,,,,0:30:00,6/29/2016,1,-1,WON,LOST,6,National 
Serie B,Sampaio Correa,3,1,Tupi MG,6,2,,,,,0:30:00,6/29/2016,2,-2,WON,LOST,8,National 
Serie B,Vasco Da Gama RJ,1,2,Parana,7,2,,,,,0:30:00,6/29/2016,-1,1,LOST,WON,9,National 
Serie B,EC Bahia,2,0,Oeste,4,3,,,,,23:15:00,6/28/2016,2,-2,WON,LOST,7,National 
Serie B,Joinville,1,3,CRB,2,5,,,,,23:15:00,6/28/2016,-2,2,LOST,WON,7,National 
Serie B,Londrina,1,0,Brasil de Pelotas,9,1,,,,,23:15:00,6/28/2016,1,-1,WON,LOST,10,National 
Serie B,Avai,3,1,Vila Nova,3,5,,,,,23:15:00,6/28/2016,2,-2,WON,LOST,8,National 
Serie B,Atletico Goianiense,1,0,Criciuma,6,3,,,,,0:00:00,6/28/2016,1,-1,WON,LOST,9,National 
Serie B,Oeste,1,0,Sampaio Correa,6,2,,,,,1:00:00,6/26/2016,1,-1,WON,LOST,8,National 
Serie B,Tupi MG,1,1,Avai,9,8,,,,,1:00:00,6/26/2016,0,0,DRAW,DRAW,17,National 
Serie B,Ceara,2,1,Nautico Capibaribe,5,2,,,,,20:30:00,6/25/2016,1,-1,WON,LOST,7,National 
Serie B,CRB,1,2,Vasco Da Gama RJ,8,4,,,,,20:30:00,6/25/2016,-1,1,LOST,WON,12,National 
Serie B,Vila Nova,1,1,Goias,15,1,,,,,20:00:00,6/25/2016,0,0,DRAW,DRAW,16,National 
Serie B,Parana,1,0,Joinville,4,6,,,,,20:00:00,6/25/2016,1,-1,WON,LOST,10,National 
Serie B,Luverdense,2,1,Londrina,4,5,,,,,1:30:00,6/25/2016,1,-1,WON,LOST,9,National 
Serie B,Brasil de Pelotas,2,1,EC Bahia,6,5,,,,,1:30:00,6/25/2016,1,-1,WON,LOST,11,National 
Serie B,Paysandu,0,0,Atletico Goianiense,15,1,,,,,23:15:00,6/24/2016,0,0,DRAW,DRAW,16,National 
Serie B,Criciuma,1,1,Bragantino,8,0,,,,,23:15:00,6/24/2016,0,0,DRAW,DRAW,8,National 
Serie B,Bragantino,0,1,Goias,5,8,,,,,1:30:00,6/22/2016,-1,1,LOST,WON,13,National 
Serie B,Vila Nova,2,3,Criciuma,6,3,,,,,1:30:00,6/22/2016,-1,1,LOST,WON,9,National 
Serie B,Luverdense,0,0,Sampaio Correa,8,0,,,,,1:30:00,6/22/2016,0,0,DRAW,DRAW,8,National 
Serie B,Brasil de Pelotas,0,0,Nautico Capibaribe,5,4,,,,,1:30:00,6/22/2016,0,0,DRAW,DRAW,9,National 
Serie B,Ceara,1,0,Oeste,5,3,,,,,23:15:00,6/21/2016,1,-1,WON,LOST,8,National 
Serie B,CRB,1,1,Parana,8,4,,,,,23:15:00,6/21/2016,0,0,DRAW,DRAW,12,National 
Serie B,Paysandu,1,0,Joinville,8,5,,,,,23:15:00,6/21/2016,1,-1,WON,LOST,13,National 
Serie B,Tupi MG,2,1,EC Bahia,1,8,,,,,23:15:00,6/21/2016,1,-1,WON,LOST,9,National 
Serie B,Londrina,0,1,Vasco Da Gama RJ,8,1,,,,,23:15:00,6/21/2016,-1,1,LOST,WON,9,National 
Serie B,Avai,1,1,Atletico Goianiense,5,5,,,,,23:15:00,6/21/2016,0,0,DRAW,DRAW,10,National 
Serie B,Oeste,1,3,Vila Nova,8,5,,,,,1:00:00,6/19/2016,-2,2,LOST,WON,13,National 
Serie B,Vasco Da Gama RJ,0,2,Paysandu,7,4,,,,,20:30:00,6/18/2016,-2,2,LOST,WON,11,National 
Serie B,Nautico Capibaribe,1,1,Bragantino,7,2,,,,,20:00:00,6/18/2016,0,0,DRAW,DRAW,9,National 
Serie B,Atletico Goianiense,1,2,CRB,12,6,,,,,20:00:00,6/18/2016,-1,1,LOST,WON,18,National 
Serie B,Criciuma,2,2,Tupi MG,7,2,,,,,20:00:00,6/18/2016,0,0,DRAW,DRAW,9,National 
Serie B,EC Bahia,1,2,Londrina,11,5,,,,,20:00:00,6/18/2016,-1,1,LOST,WON,16,National 
Serie B,Goias,2,0,Avai,11,3,,,,,1:30:00,6/18/2016,2,-2,WON,LOST,14,National 
Serie B,Sampaio Correa,1,1,Brasil de Pelotas,8,7,,,,,1:00:00,6/18/2016,0,0,DRAW,DRAW,15,National 
Serie B,Parana,1,2,Luverdense,7,10,,,,,1:00:00,6/18/2016,-1,1,LOST,WON,17,National 
Serie B,Joinville,1,1,Ceara,4,7,,,,,23:15:00,6/17/2016,0,0,DRAW,DRAW,11,National 
Serie B,Paysandu,1,0,Avai,2,7,,,,,1:30:00,6/15/2016,1,-1,WON,LOST,9,National 
Serie B,Ceara,3,0,Brasil de Pelotas,5,4,,,,,1:30:00,6/15/2016,3,-3,WON,LOST,9,National 
Serie B,CRB,2,1,Bragantino,5,4,,,,,1:30:00,6/15/2016,1,-1,WON,LOST,9,National 
Serie B,Joinville,0,0,Atletico Goianiense,4,6,,,,,23:15:00,6/14/2016,0,0,DRAW,DRAW,10,National 
Serie B,Tupi MG,0,0,Luverdense,5,3,,,,,23:15:00,6/14/2016,0,0,DRAW,DRAW,8,National 
Serie B,Vasco Da Gama RJ,3,2,Nautico Capibaribe,4,9,,,,,23:15:00,6/14/2016,1,-1,WON,LOST,13,National 
Serie B,Oeste,1,1,Londrina,10,2,,,,,23:15:00,6/14/2016,0,0,DRAW,DRAW,12,National 
Serie B,Vila Nova,1,0,Sampaio Correa,7,4,,,,,23:15:00,6/14/2016,1,-1,WON,LOST,11,National 
Serie B,Parana,2,0,Goias,4,12,,,,,23:15:00,6/14/2016,2,-2,WON,LOST,16,National 
Serie B,Criciuma,3,2,EC Bahia,7,0,,,,,23:15:00,6/14/2016,1,-1,WON,LOST,7,National 
Serie B,Luverdense,2,0,Ceara,3,4,,,,,1:00:00,6/12/2016,2,-2,WON,LOST,7,National 
Serie B,Bragantino,0,0,Paysandu,8,4,,,,,1:00:00,6/12/2016,0,0,DRAW,DRAW,12,National 
Serie B,Atletico Goianiense,2,1,Vasco Da Gama RJ,3,9,,,,,20:30:00,6/11/2016,1,-1,WON,LOST,12,National 
Serie B,Avai,0,1,Joinville,5,0,,,,,20:00:00,6/11/2016,-1,1,LOST,WON,5,National 
Serie B,Brasil de Pelotas,1,0,Tupi MG,5,2,,,,,20:00:00,6/11/2016,1,-1,WON,LOST,7,National 
Serie B,Nautico Capibaribe,5,1,Parana,4,7,,,,,20:00:00,6/11/2016,4,-4,WON,LOST,11,National 
Serie B,Londrina,1,0,Vila Nova,7,2,,,,,20:00:00,6/11/2016,1,-1,WON,LOST,9,National 
Serie B,Goias,1,1,Oeste,4,1,,,,,0:30:00,6/11/2016,0,0,DRAW,DRAW,5,National 
Serie B,Sampaio Correa,1,0,Criciuma,1,9,,,,,0:30:00,6/11/2016,1,-1,WON,LOST,10,National 
Serie B,EC Bahia,3,0,CRB,11,7,,,,,23:15:00,6/10/2016,3,-3,WON,LOST,18,National 
Serie B,Luverdense,0,2,Vila Nova,13,3,,,,,1:30:00,6/8/2016,-2,2,LOST,WON,16,National 
Serie B,Joinville,0,2,Vasco Da Gama RJ,3,2,,,,,1:30:00,6/8/2016,-2,2,LOST,WON,5,National 
Serie B,Ceara,1,0,Londrina,2,6,,,,,1:30:00,6/8/2016,1,-1,WON,LOST,8,National 
Serie B,Goias,0,2,EC Bahia,8,1,,,,,1:30:00,6/8/2016,-2,2,LOST,WON,9,National 
Serie B,Tupi MG,0,1,Oeste,4,8,,,,,23:15:00,6/7/2016,-1,1,LOST,WON,12,National 
Serie B,Criciuma,3,0,Brasil de Pelotas,6,8,,,,,23:15:00,6/7/2016,3,-3,WON,LOST,14,National 
Serie B,Paysandu,1,3,Nautico Capibaribe,5,5,,,,,23:15:00,6/7/2016,-2,2,LOST,WON,10,National 
Serie B,CRB,2,1,Sampaio Correa,11,6,,,,,23:15:00,6/7/2016,1,-1,WON,LOST,17,National 
Serie B,Bragantino,1,0,Avai,5,10,,,,,23:15:00,6/7/2016,1,-1,WON,LOST,15,National 
Serie B,Parana,0,0,Atletico Goianiense,4,12,,,,,23:15:00,6/7/2016,0,0,DRAW,DRAW,16,National 
Serie B,Avai,2,1,CRB,9,5,,,,,1:00:00,6/5/2016,1,-1,WON,LOST,14,National 
Serie B,Atletico Goianiense,1,0,Bragantino,8,5,,,,,1:00:00,6/5/2016,1,-1,WON,LOST,13,National 
Serie B,Vasco Da Gama RJ,1,0,Goias,3,0,,,,,20:30:00,6/4/2016,1,-1,WON,LOST,3,National 
